id,nom,prix,quantite,categorie,secret_info
e2bffee3-f2c1-4f17-9df0-15b54bfd0e04,Wanhao Duplicator 12/230 (Mono),229.0,17,Imprimante FDM,gAAAAABpOpF8QnPLu6j1B68VJPqopifo6FIsqf6rSLIc9pTXnAdrJme061BqHPvw1U1EIaNj_QlvVLADX6cQR4MNAQUKgnNi9w==
235679db-77e4-4b6d-a76b-890b13887e59,Wanhao Duplicator 12/230 (Dual),269.0,7,Imprimante FDM,gAAAAABpOpF8SV5rjCitj_EdP8qNpGn5rY6V42boGo2_HadpR2HcFBnMpZkgkyvy_UZqf9ryGhfcb0WzzsGswqt3iYGlT9qMDA==
6c7e1c8d-585a-40a8-b8a9-b219599de0ed,Wanhao D12/300 Pro Max,399.0,5,Imprimante FDM,gAAAAABpOpF8Clp0allUSnir5Z54E9jgWFrpYmjDCI9Fw8GTj7DhHrTmx4EQD30S0n3e4wAYme26gJ5ITaUKUVkoJEm7mGhGbQ==
2892a63f-ce56-45b0-a125-c64279317ee3,Wanhao D12/500 (Grand Format),549.0,2,Imprimante FDM,gAAAAABpOpF8xvdTJrB3UAsXgEZcIhQAScpKAJQmIWF64pHur5oYTIZbnGapyAI0nTBFvy9Vzvhvl1mTKYosGsywg637HdP59Q==
566a7f1c-700b-4a5a-a0fe-0cf67867ff69,Wanhao GR2 (Gadoso),299.0,15,Imprimante FDM,gAAAAABpOpF8WsDUtIBTyV1In0ArsFdgQrC68aSvMktvwKpKVhEc43B33W1QexC5IuEjVr9W4M9HJ0SREVLn_HayOluxEUn8IA==
6fa68ee4-717b-4b89-a425-b24e23c1c24e,Wanhao D8 (Résine UV),450.0,3,Imprimante Résine,gAAAAABpOpF8xZxx-bW83VULgJf6aZ-QJBhOFx7xP1Qd9l2tek2kQOLG6knq42VbXsCJeo8eeGmHVqShVxD-ek4JT9w9bWhqFY_gYX4h80t9fw69dPAJgU4=
7246a1f9-8ef7-46a8-8d17-ed571e925d21,Filament PLA+ Blanc 1kg,22.9,50,Consommable,gAAAAABpOpF8nP-FmDAA0E7oFGI0fZvLkkNQWJHt5BoOEyC2TsW53iZzdqk0A46yMH4zwFDbZohaiRe0EOeMN0CWsB36KJ96oA==
12e2766c-5a1f-488b-bb03-fa2a941942d0,Filament PLA Soie Or,26.9,30,Consommable,gAAAAABpOpF8KJbE_zo0v4e9FQoDqOB32MEv8x4hhPkdWvGQtFXaWysqEmc6e4Z5CVkug3Sf0aHy7fXsuN5sWak26L_f90c-pA==
3686a937-85ee-4c2f-a08d-4e7a884c63a5,Filament PETG Noir,24.9,38,Consommable,gAAAAABpOpF8KdUN_pnTuJ1KFuCQ5iQYsQwDdBasTlbqPS-8aC_r_rn-RuekB8pzWD6D_dmvqLElAflqGCQC1Jvt8L8712Nl0w==
ab5747b1-4a51-4da0-b2aa-783cf2de1cea,Plateau Magnétique PEI 235,29.9,20,Accessoire,gAAAAABpOpF8nDZqi_yEcFkgPV0mWKwow0sLdr5qi50vX-6foax26mc_bMjLClk90sNvwWNtGIjoxFqJ8i_H_wKPdFOt3rWb8Q==
344f8c21-1b73-4a71-918e-413b742b98ec,Kit Buse Laiton 0.4mm (x5),9.9,100,Pièce Détachée,gAAAAABpOpF8C6hx6vIfz6YJTQstGlRFQlqAO-n6kpKvYxbKIYD5RvrO5crasIa8VKbDSy-EMBmHtOpTIRYnr_sVbt2AZm1c-w==
