id,nom,prix,quantite,categorie,secret_info
e2bffee3-f2c1-4f17-9df0-15b54bfd0e04,Wanhao Duplicator 12/230 (Mono),229.0,12,Imprimante FDM,gAAAAABpOnd31-Z-BMjiWVqmsOXRUMDHGTcyO5Emi3uFdYa0jlJTv1U_F04QQ5l8tmiosymQA-MJMoYTFpMvQ_XXzHamnNZR_w==
235679db-77e4-4b6d-a76b-890b13887e59,Wanhao Duplicator 12/230 (Dual),269.0,8,Imprimante FDM,gAAAAABpOnd3SlFBW7ps4QUiqhlOU5edmf4ZWiakdhT25Wm0rn0FHtqEECxzSfzAFQbEgNamIRCm3T_phoFdPZvJrcqlbpO5sA==
6c7e1c8d-585a-40a8-b8a9-b219599de0ed,Wanhao D12/300 Pro Max,399.0,5,Imprimante FDM,gAAAAABpOnd3DOPTHqdEnYyMk2NQrahtwFNR7i33EfG71qXCT8i8WQvMnU1Qwt2eCu_vpDxhwaahB8AC1M_pAUADtjc1JjDzmA==
2892a63f-ce56-45b0-a125-c64279317ee3,Wanhao D12/500 (Grand Format),549.0,2,Imprimante FDM,gAAAAABpOnd3BeYXD7H2_J4h0Gbk2AOfCqvhsjfVR39H9TTR1cojenz5c8SYZDR2RzwR36CWJlX5QgK2F1iIDPnxidW4d_hOGg==
566a7f1c-700b-4a5a-a0fe-0cf67867ff69,Wanhao GR2 (Gadoso),299.0,15,Imprimante FDM,gAAAAABpOnd3R2aRnErmbAW4A1W-PeoI8fykF9odU8BFNbKELjBoUnsjDIov3K_lEH7fov6ugSBc5BcrZKyOw7w-YvR5kSjxxA==
6fa68ee4-717b-4b89-a425-b24e23c1c24e,Wanhao D8 (Résine UV),450.0,3,Imprimante Résine,gAAAAABpOnd3gc5eVGSuptOs3vhWDlmHE76Z8v1sPUU_LTNroTjqHw9caLLGggxsg2A915hzriTIVCwsBA8cV8-Lx7wFx7TXIexSGwwnu4xDjST_H2spkvE=
7246a1f9-8ef7-46a8-8d17-ed571e925d21,Filament PLA+ Blanc 1kg,22.9,50,Consommable,gAAAAABpOnd3dfBBCGYgcuGFAqyJ6mHyFucIHujFpjOPCQAhhpWlx9GvzFiqXq4ydByGxfLC-jjV52yiOBZsQs6RatJyxtvsvQ==
12e2766c-5a1f-488b-bb03-fa2a941942d0,Filament PLA Soie Or,26.9,30,Consommable,gAAAAABpOnd3trwIZXsQiCeroHXiip1hwISXTwPJv324GafjUzKaRNds5LPhOAo5WUqeUh09zUxKny7cUUNCc4N6NjtzsdDTVw==
3686a937-85ee-4c2f-a08d-4e7a884c63a5,Filament PETG Noir,24.9,40,Consommable,gAAAAABpOnd38TLT2NLPT9Kx5BEpsYgvHSDqlEAXMyYPmdV_i4PAW_vHveXLmnuk8wCORaGivc2XZ6OBqUZ0YexK3fSjJyjOBw==
ab5747b1-4a51-4da0-b2aa-783cf2de1cea,Plateau Magnétique PEI 235,29.9,20,Accessoire,gAAAAABpOnd3XJVp0LwQjAjnfP3jZ-v_HmSPJoF5SrtXMkRgSBmK7thhRUgvqBVkTuvvpY1QB0-Tgb_mes5BmwSrHGpcObSQ_Q==
344f8c21-1b73-4a71-918e-413b742b98ec,Kit Buse Laiton 0.4mm (x5),9.9,100,Pièce Détachée,gAAAAABpOnd3XpRsFMZnxfrBzJCKWwQmrkNCirGnzTGwqhfY9FDkpk30ERBmS_ScSi3kQVB_3J8Z9nvUE6DqeWYkHh5up8_tOg==
