id,nom,prix,quantite,categorie,secret_info
e2bffee3-f2c1-4f17-9df0-15b54bfd0e04,Wanhao Duplicator 12/230 (Mono),229.0,12,Imprimante FDM,gAAAAABpOnh2pzFwvac18WEt6I3cKcvBwJ27ywgjdbBsNux9DXfJRdqWnWBZMLz0qr7CvilTUDxSmPBmEPoeOjzHtQf23jgNrw==
235679db-77e4-4b6d-a76b-890b13887e59,Wanhao Duplicator 12/230 (Dual),269.0,7,Imprimante FDM,gAAAAABpOnh2rgMiMmXAjoBYY9bB7Q-ZUW7LkY3NDxGhLhD-GFrQUkVcki_tW6Y5VA3DOgKL45U09ShwibMmZCOpaTpi7nOnUA==
6c7e1c8d-585a-40a8-b8a9-b219599de0ed,Wanhao D12/300 Pro Max,399.0,5,Imprimante FDM,gAAAAABpOnh2Rhfd9gYpwYQT8oQoD2DdNbpJWoiOXcFc3Eus93aXOszpxdySniR0hYhJ6nzIrY44teZ2KuZc7v1p3KRR3-9YSw==
2892a63f-ce56-45b0-a125-c64279317ee3,Wanhao D12/500 (Grand Format),549.0,2,Imprimante FDM,gAAAAABpOnh2zJH2e01QZLJD56F5uhu6YwiEnHVkEetqi_XmO-_JowPW4DwfUqK_YGhAZJw9aAMmRaFq1iSEoJv3owta1yuXKg==
566a7f1c-700b-4a5a-a0fe-0cf67867ff69,Wanhao GR2 (Gadoso),299.0,15,Imprimante FDM,gAAAAABpOnh2cvrTYZMxorTwfuk3WgZt_u6nYC1khcBQPi0lzy60hw-SrZcSSu5D7c1BgfN9rR3zYT0xe9GbqylUbayR_Z-uKQ==
6fa68ee4-717b-4b89-a425-b24e23c1c24e,Wanhao D8 (Résine UV),450.0,3,Imprimante Résine,gAAAAABpOnh2V1YPW-cqtH70SPNuHb276GiYTJjeWuVvj9PzR3RDX-D_cbWkd5QMxxd-V8gHqyRxyaZAbl7z7p6IFIaUn8kk7ZN7iuIqXV-lopahqaISPMw=
7246a1f9-8ef7-46a8-8d17-ed571e925d21,Filament PLA+ Blanc 1kg,22.9,50,Consommable,gAAAAABpOnh21vgMI8ACQ1zBtw3LaU7j760AKCbH3C8ogRrMK67qYA6LsZN7CVRUVT8vir0bQQPKoEO9X3QPM3I4LW-QhOT76A==
12e2766c-5a1f-488b-bb03-fa2a941942d0,Filament PLA Soie Or,26.9,30,Consommable,gAAAAABpOnh2OvmGzNpi0adPJlNIb04NjGcXzCRSm8uuDc_1mtWgaUjCdiSpHAP5EtbxN6tt5Pg3xrrfoD2tKn2Kob0HiCQ7cw==
3686a937-85ee-4c2f-a08d-4e7a884c63a5,Filament PETG Noir,24.9,40,Consommable,gAAAAABpOnh2amp1_YayCJ3QjuHdk3fnKWc3E8zQyZvVtONwNsHBY0-4_LLt1L3Rz4uX51SfhCjifQpZU7mPUGKiqwgMux2xFg==
ab5747b1-4a51-4da0-b2aa-783cf2de1cea,Plateau Magnétique PEI 235,29.9,20,Accessoire,gAAAAABpOnh2NwcT9IqZHEMAIDiVutiPGl-VvBVCFPg_NEAPR1NMbXTxWz26aYFNxGpXYJIw8pqeBRMbN-WSqaxq-hSlg8LeuQ==
344f8c21-1b73-4a71-918e-413b742b98ec,Kit Buse Laiton 0.4mm (x5),9.9,100,Pièce Détachée,gAAAAABpOnh2DYyFfr5VGdDfEaU8yR61ieoKbA70iovZb1vwxcAQ3gm7E3awJPT9vQjWAQnUR9mbBLbDFkF4QGQl8-9a81mycQ==
