id,nom,prix,quantite,categorie,secret_info
1765438095,Wanhao Duplicator 12/230 (Mono),229.0,12,Imprimante FDM,gAAAAABpOnKPq8eGHuLQxaYdoQSznFQ2bKxgDlrezVMHuBr5230AWI3UA9MWgA_irFpcluEMVMl_1d8vaJRgvsMeC6mJzA6aJnNaSrhdM81mM-THgE-HdJ97Q5Pui1vrMFe9mklgzpV4
1765438095,Wanhao Duplicator 12/230 (Dual Extruder),269.0,8,Imprimante FDM,gAAAAABpOnKP4QiQZ-7R4XZBtR9Bwt_Xjy3wRmR5s4RllZzZcSambrBxr32hKUWlUexz4e7KaXKzggvZ8pFpj8FUv3ZMSSkpYm8l7nHxS0pWqc0BlnXp_Ns=
1765438095,Wanhao D12/300 Pro Max,399.0,5,Imprimante FDM,gAAAAABpOnKPLPUqIlIpsl1RnpQg6mWCm1UPQF6RGTdu656MGNAfGYzmf-UVakF6Uz5Zt2rajNuuKyDGUcDBYZzPcA_3wmquj_B5d50-_xfg8O_AZjeBd_Y=
1765438095,Wanhao D12/500 (Grand Format),549.0,2,Imprimante FDM,gAAAAABpOnKP9iu19ylDtbU7O8aVLZzDwAnLE3w5YR3rXCvTHkKjfVDrm49VD6zdFBuAmAPafN5LK-Tr5Shg5Hd6XqU3s2iINGi76ofTY94aFZ6ULqWvYizd7_wzPmyHhkLmOHJkPJFE
1765438095,Wanhao GR2 (Gadoso Revolution),299.0,15,Imprimante FDM,gAAAAABpOnKPmYVeNyds3vxWj3eMv4lIkH2wCX-qBheoXMcwikl2TaUtoTNp4-z_MVphNswtmH5_JTjdLKUEuvLnEuOPW0Wx4CIyvoH7Jk5ss8baCU49tq8=
1765438095,Wanhao D8 (Résine UV),450.0,3,Imprimante Résine,gAAAAABpOnKPQvFg4J2vcrX1_Jtov8CfpvoKKHLftgWE_7aETlyzjMQO85gJVx1IHKKPt5ofa0Pv7GcwnQlyYixsxQSpPJVITTRei3BRu0SJT3qrp5eZvYE=
1765438095,Filament PLA+ Wanhao Blanc 1kg,22.9,50,Consommable,gAAAAABpOnKPNlQ0xwu-FtyET_l6j_wrdGfMfjCcuXIfE075SOEzQKcutnO2g0ZN-575zQnI4yUKfXG2TA0PpS362WNb6hGhffn8RRjzEBWIZvVb09jAA7Y=
1765438095,Filament PLA Soie Or (Silk Gold),26.9,30,Consommable,gAAAAABpOnKPjgPHdh4RchJ-TzjtcAA5i0wnRigChbFMzn5O7mMllukXPo73_lcpr_En1MYSYZDEa7JCWdL3qmphg9K-aZllq6fgQI7kEd-251aVZETRsdE=
1765438095,Filament PETG Noir Wanhao,24.9,40,Consommable,gAAAAABpOnKPjAdEzRIwPR2BpU1qtaXPocNmrPqXQt4Ye1uk4jFyi_SUHGmrfG8nkNZ--OC9PLuP7llRcmOmSVqv_-N0GoxAY6nA_NG9W5iYz5EEJJZjIyo=
1765438095,Plateau Magnétique PEI 235x235,29.9,20,Accessoire,gAAAAABpOnKPmOZeaMbt6EEktGVD6hhxyyXueBsEyXwCLPPSaZSfZTjIqlmeyjuSyh1Mh6QTl5Dp_f51SvHQX_HTvSMM9A7DDiQyTzcUeDczARKW1HMr8wc=
1765438095,Kit Buse Laiton 0.4mm (x5),9.9,100,Pièce Détachée,gAAAAABpOnKPR9F_z-N2ARTloFaVV1My7eU7NfePbFCTAW3ez3eRR1Q4VKp42GDfg4SDn2bxS1NoxK6sycUvbTThNnqtvohvxId3_YanOpEC0hUg3wFGG-M=
