id,nom,prix,quantite,categorie,secret_info
e2bffee3-f2c1-4f17-9df0-15b54bfd0e04,Wanhao Duplicator 12/230 (Mono),229.0,11,Imprimante FDM,gAAAAABpO8tSUkIvF7DKRV73W9OCRyDS_BmITI74PkW_CdtJZJfPI6lJmM_htp96kgdVo_hRy7U-M4NSB513q7KdVF1b5HYmUw==
235679db-77e4-4b6d-a76b-890b13887e59,Wanhao Duplicator 12/230 (Dual),269.0,6,Imprimante FDM,gAAAAABpO8tSJkOO_FyZ1rnRwi61E4b4GH_GsBaECuBy1yDIgc0HKYuuuLGP70URreFJqSWGAHD66P3kZLvqc4TmtycQBw8i9Q==
6c7e1c8d-585a-40a8-b8a9-b219599de0ed,Wanhao D12/300 Pro Max,399.0,5,Imprimante FDM,gAAAAABpO8tSf861YwdKB8kOBjUiVn2I_ttSnLXfTMaUcSeJdKCDn3xd_LSARRwWqUz4LxXCEBB77VAQaAv0yYdWddrtDx7NQA==
2892a63f-ce56-45b0-a125-c64279317ee3,Wanhao D12/500 (Grand Format),549.0,2,Imprimante FDM,gAAAAABpO8tS042NKIEUtypL7Q0Y_1cHH0MFjQu98f5eAM6lVkf1UWp3msrAd5UylKiCcmXhypz9Vof0G1n2jUVs66bwKGbelA==
566a7f1c-700b-4a5a-a0fe-0cf67867ff69,Wanhao GR2 (Gadoso),299.0,15,Imprimante FDM,gAAAAABpO8tSwwjlf9JZ34wfp_to9fJIVu7Kix-0g45cMGlGoHdVjXFOT_tAwN68VR6FXYLjFrGrRcS4hmbAbpuY2VipYQkjPw==
6fa68ee4-717b-4b89-a425-b24e23c1c24e,Wanhao D8 (Résine UV),450.0,3,Imprimante Résine,gAAAAABpO8tSi1_tG0x9ICtlB1khOO0Z37ZGBw2Ebs35W31rD_GxFzFmdE2VE3DLLcJPTrikWpmRal74GFm66aK6aPLFX8z9GnZ7QeHJUfbZ-1OEbuzmvh8=
7246a1f9-8ef7-46a8-8d17-ed571e925d21,Filament PLA+ Blanc 1kg,22.9,48,Consommable,gAAAAABpO8tSiYQRipAWlKoVuNorZ01vLD1k1sG2cPVPKwSxgenxz3peSDE2jUUY6BQnHQYK8Wpd-y3iuLNgR4yVMTL2q84O3w==
12e2766c-5a1f-488b-bb03-fa2a941942d0,Filament PLA Soie Or,26.9,30,Consommable,gAAAAABpO8tSTK9IiZjWMj-NjalhQeh2JaxBwaOkNH6Xppsu6lRGO0KiRZIL5xcyPN28vpTcz15vmKHDwBwsxOFjOQ_fhIVs9g==
3686a937-85ee-4c2f-a08d-4e7a884c63a5,Filament PETG Noir,24.9,38,Consommable,gAAAAABpO8tSyzG6fqXIJ9OvTnkbQQ8NVtuAFxvDlOM3-lMdQF4chn2s52D4BvDK5luMjWp-3J32Ye5_OxihUXHa5_3u7wsTOw==
ab5747b1-4a51-4da0-b2aa-783cf2de1cea,Plateau Magnétique PEI 235,29.9,17,Accessoire,gAAAAABpO8tSPCQ8DdzUFDIKzalM8TTddhNCF04Frn5GuSrmc-gE8WS6e_8HB94OykStqO4AVBpu78oe5_cacuYDCppJk1zLAw==
344f8c21-1b73-4a71-918e-413b742b98ec,Kit Buse Laiton 0.4mm (x5),9.9,97,Pièce Détachée,gAAAAABpO8tSa0UWZ3F2fBheh64cpA9yCejEqaHyVtCIgMSyiyp3nPj-woNdkv7X_xPNBkquohp2-Fb71DHh-f20d8cuYKoL_w==
